bv,mag,spec,o,b,a,f,g,k,m
0.589,4.062,G,0,0,0,0,1,0,0
1.691,0.836,M,0,0,0,0,0,0,1
1.495,0.183,K,0,0,0,0,0,1,0
0.904,0.646,K,0,0,0,0,0,1,0
0.379,1.183,F,0,0,0,1,0,0,0
0.541,4.458,F,0,0,0,1,0,0,0
0.397,3.669,F,0,0,0,1,0,0,0
1.296,1.775,K,0,0,0,0,0,1,0
0.581,3.709,F,0,0,0,1,0,0,0
0.122,1.508,A,0,0,1,0,0,0,0
0.4,1.735,F,0,0,0,1,0,0,0
0.537,3.528,F,0,0,0,1,0,0,0
1.169,1.307,K,0,0,0,0,0,1,0
0.49,2.932,F,0,0,0,1,0,0,0
1.338,-0.311,K,0,0,0,0,0,1,0
0.57,3.69,A,0,0,1,0,0,0,0
0.215,1.979,A,0,0,1,0,0,0,0
0.798,5.727,K,0,0,0,0,0,1,0
1.097,1.617,G,0,0,0,0,1,0,0
0.866,1.302,K,0,0,0,0,0,1,0
1.274,7.597,K,0,0,0,0,0,1,0
0.572,3.497,F,0,0,0,1,0,0,0
0.674,2.982,G,0,0,0,0,1,0,0
0.74,3.331,G,0,0,0,0,1,0,0
0.637,4.39,G,0,0,0,0,1,0,0
0.595,4.471,G,0,0,0,0,1,0,0
1.047,0.854,K,0,0,0,0,0,1,0
0.4,1.984,F,0,0,0,1,0,0,0
0.296,1.78,A,0,0,1,0,0,0,0
0.909,1.396,G,0,0,0,0,1,0,0
1.046,1.586,K,0,0,0,0,0,1,0
1.284,-10.74,K,0,0,0,0,0,1,0
1.118,0.92,K,0,0,0,0,0,1,0
0.951,-10.48,G,0,0,0,0,1,0,0
0.538,2.044,F,0,0,0,1,0,0,0
1.538,-0.661,K,0,0,0,0,0,1,0
1.567,-1.353,K,0,0,0,0,0,1,0
0.634,6.591,G,0,0,0,0,1,0,0
1.353,0.041,K,0,0,0,0,0,1,0
0.098,1.468,B,0,1,0,0,0,0,0
0.454,3.509,F,0,0,0,1,0,0,0
0.261,1.49,F,0,0,0,1,0,0,0
1.53,0.268,K,0,0,0,0,0,1,0
0.652,4.046,G,0,0,0,0,1,0,0
0.379,2.415,F,0,0,0,1,0,0,0
1.513,-1.547,M,0,0,0,0,0,0,1
0.488,3.308,F,0,0,0,1,0,0,0
-0.238,-3.407,B,0,1,0,0,0,0,0
0.999,6.216,K,0,0,0,0,0,1,0
1.634,-11.6,K,0,0,0,0,0,1,0
0.387,2.682,F,0,0,0,1,0,0,0
0.369,2.529,F,0,0,0,1,0,0,0
0.505,4.011,F,0,0,0,1,0,0,0
0.558,3.787,F,0,0,0,1,0,0,0
1.38,-11.93,K,0,0,0,0,0,1,0
0.99,0.399,K,0,0,0,0,0,1,0
1.596,0.157,M,0,0,0,0,0,0,1
0.916,1.381,K,0,0,0,0,0,1,0
0.796,3.941,G,0,0,0,0,1,0,0
1.32,-0.229,K,0,0,0,0,0,1,0
1.045,1.124,K,0,0,0,0,0,1,0
-0.058,-0.348,B,0,1,0,0,0,0,0
1.56,-11.15,K,0,0,0,0,0,1,0
0.311,2.107,F,0,0,0,1,0,0,0
0.028,-0.526,B,0,1,0,0,0,0,0
1.563,11.776,M,0,0,0,0,0,0,1
0.553,3.465,G,0,0,0,0,1,0,0
1.567,8.363,K,0,0,0,0,0,1,0
1.263,1.413,K,0,0,0,0,0,1,0
0.924,0.878,G,0,0,0,0,1,0,0
0.63,4.247,G,0,0,0,0,1,0,0
0.355,1.765,F,0,0,0,1,0,0,0
0.957,0.941,K,0,0,0,0,0,1,0
0.675,4.809,G,0,0,0,0,1,0,0
0.962,-0.288,G,0,0,0,0,1,0,0
1.332,4.602,K,0,0,0,0,0,1,0
1.086,1.297,K,0,0,0,0,0,1,0
0.008,0.016,B,0,1,0,0,0,0,0
1.491,-0.375,K,0,0,0,0,0,1,0
-0.1,1.59,F,0,0,0,1,0,0,0
0.611,3.889,G,0,0,0,0,1,0,0
0.553,3.637,F,0,0,0,1,0,0,0
1.043,-9.41,G,0,0,0,0,1,0,0
1.185,0.773,K,0,0,0,0,0,1,0
1.38,8.778,K,0,0,0,0,0,1,0
0.461,2.661,G,0,0,0,0,1,0,0
1.149,7.354,K,0,0,0,0,0,1,0
0.717,4.583,G,0,0,0,0,1,0,0
1.006,2.782,G,0,0,0,0,1,0,0
0.94,0.64,G,0,0,0,0,1,0,0
0.52,3.59,G,0,0,0,0,1,0,0
0.015,0.972,A,0,0,1,0,0,0,0
1.115,0.665,K,0,0,0,0,0,1,0
0.381,2.064,F,0,0,0,1,0,0,0
0.639,4.521,G,0,0,0,0,1,0,0
-0.018,0.227,B,0,1,0,0,0,0,0
0.188,2.126,A,0,0,1,0,0,0,0
1.428,0.757,K,0,0,0,0,0,1,0
1.611,-0.063,M,0,0,0,0,0,0,1
1.612,-11.43,M,0,0,0,0,0,0,1
0.522,4.31,G,0,0,0,0,1,0,0
0.418,2.488,F,0,0,0,1,0,0,0
1.15,0.271,G,0,0,0,0,1,0,0
1.252,-11.38,K,0,0,0,0,0,1,0
0.502,3.86,F,0,0,0,1,0,0,0
0.371,0.502,F,0,0,0,1,0,0,0
1.54,-1.094,K,0,0,0,0,0,1,0
1.217,2.057,G,0,0,0,0,1,0,0
0.466,3.066,F,0,0,0,1,0,0,0
0.29,1.826,F,0,0,0,1,0,0,0
0.555,3.822,F,0,0,0,1,0,0,0
0.947,0.689,G,0,0,0,0,1,0,0
0.87,3.971,G,0,0,0,0,1,0,0
1.427,-0.878,K,0,0,0,0,0,1,0
1.02,-0.742,K,0,0,0,0,0,1,0
1.16,1.729,K,0,0,0,0,0,1,0
0.946,6.044,K,0,0,0,0,0,1,0
1.005,0.707,K,0,0,0,0,0,1,0
0.6,4.09,G,0,0,0,0,1,0,0
1.023,3.197,K,0,0,0,0,0,1,0
0.743,5.736,G,0,0,0,0,1,0,0
1.14,1.295,K,0,0,0,0,0,1,0
0.622,3.526,G,0,0,0,0,1,0,0
0.467,3.925,F,0,0,0,1,0,0,0
1.014,-10.33,G,0,0,0,0,1,0,0
0.195,0.558,A,0,0,1,0,0,0,0
0.419,2.274,F,0,0,0,1,0,0,0
0.807,0.693,G,0,0,0,0,1,0,0
1.38,1.597,M,0,0,0,0,0,0,1
1.16,2.344,K,0,0,0,0,0,1,0
0.505,2.911,F,0,0,0,1,0,0,0
1.158,0.702,K,0,0,0,0,0,1,0
-0.031,-0.079,B,0,1,0,0,0,0,0
0.703,5.146,G,0,0,0,0,1,0,0
1.3,-0.571,K,0,0,0,0,0,1,0
1.135,1.044,K,0,0,0,0,0,1,0
0.51,3.206,F,0,0,0,1,0,0,0
0.633,4.456,G,0,0,0,0,1,0,0
0.17,1.062,A,0,0,1,0,0,0,0
0.51,1.872,F,0,0,0,1,0,0,0
0.352,-0.306,F,0,0,0,1,0,0,0
1.313,0.112,K,0,0,0,0,0,1,0
0.483,2.197,F,0,0,0,1,0,0,0
0.701,5.252,G,0,0,0,0,1,0,0
0.584,3.16,G,0,0,0,0,1,0,0
0.66,4.212,G,0,0,0,0,1,0,0
0.44,3.325,F,0,0,0,1,0,0,0
0.454,3.494,F,0,0,0,1,0,0,0
0.443,3.495,F,0,0,0,1,0,0,0
0.9,6.141,K,0,0,0,0,0,1,0
0.024,0.271,A,0,0,1,0,0,0,0
0.97,2.082,G,0,0,0,0,1,0,0
0.268,1.737,A,0,0,1,0,0,0,0
0.617,4.884,G,0,0,0,0,1,0,0
1,0.062,K,0,0,0,0,0,1,0
0.246,0.287,F,0,0,0,1,0,0,0
1.576,-11.14,K,0,0,0,0,0,1,0
0.373,-9.04,F,0,0,0,1,0,0,0
0.49,3.178,F,0,0,0,1,0,0,0
0.447,2.777,G,0,0,0,0,1,0,0
1.141,0.752,K,0,0,0,0,0,1,0
0.345,3.891,F,0,0,0,1,0,0,0
1.212,1.197,K,0,0,0,0,0,1,0
1.402,-1.613,K,0,0,0,0,0,1,0
0.005,-2.573,B,0,1,0,0,0,0,0
1.626,10.894,M,0,0,0,0,0,0,1
0.205,0.403,A,0,0,1,0,0,0,0
0.56,1.382,F,0,0,0,1,0,0,0
0.625,3.467,F,0,0,0,1,0,0,0
0.618,2.379,F,0,0,0,1,0,0,0
0.015,0.47,A,0,0,1,0,0,0,0
0.536,2.013,F,0,0,0,1,0,0,0
0.728,4.227,G,0,0,0,0,1,0,0
0.504,1.659,F,0,0,0,1,0,0,0
1.097,1.463,K,0,0,0,0,0,1,0
-0.106,-0.055,B,0,1,0,0,0,0,0
0.414,3.404,F,0,0,0,1,0,0,0
0.303,2.597,F,0,0,0,1,0,0,0
1.06,-9.55,K,0,0,0,0,0,1,0
0.49,1.874,F,0,0,0,1,0,0,0
1.583,0.719,K,0,0,0,0,0,1,0
0.033,-0.883,A,0,0,1,0,0,0,0
0.558,1.682,F,0,0,0,1,0,0,0
0.173,3.148,A,0,0,1,0,0,0,0
1.235,0.929,K,0,0,0,0,0,1,0
0.051,0.919,A,0,0,1,0,0,0,0
0.56,4.737,G,0,0,0,0,1,0,0
0.496,3.247,F,0,0,0,1,0,0,0
0.46,1.025,F,0,0,0,1,0,0,0
1.096,0.6,K,0,0,0,0,0,1,0
1.717,-10.48,M,0,0,0,0,0,0,1
0.54,2.974,F,0,0,0,1,0,0,0
0.627,3.426,G,0,0,0,0,1,0,0
0.579,3.802,F,0,0,0,1,0,0,0
0.417,2.277,F,0,0,0,1,0,0,0
0.898,-9.29,G,0,0,0,0,1,0,0
0.001,-1.302,B,0,1,0,0,0,0,0
1.83,0.73,M,0,0,0,0,0,0,1
1.4,1.834,K,0,0,0,0,0,1,0
0.2,1.013,A,0,0,1,0,0,0,0
0.471,1.927,F,0,0,0,1,0,0,0
1.134,0.888,K,0,0,0,0,0,1,0
0.96,2.857,K,0,0,0,0,0,1,0
0.209,1.126,A,0,0,1,0,0,0,0
1.155,0.361,K,0,0,0,0,0,1,0
0.568,3.576,G,0,0,0,0,1,0,0
0.9,0.775,K,0,0,0,0,0,1,0
0.69,4.558,G,0,0,0,0,1,0,0
1.411,0.101,K,0,0,0,0,0,1,0
1.135,0.391,K,0,0,0,0,0,1,0
0.93,1.973,K,0,0,0,0,0,1,0
1.409,-10.39,M,0,0,0,0,0,0,1
1.074,1.36,K,0,0,0,0,0,1,0
0.921,-10.71,K,0,0,0,0,0,1,0
0.106,1.528,A,0,0,1,0,0,0,0
0.614,4.733,G,0,0,0,0,1,0,0
0.686,5.566,G,0,0,0,0,1,0,0
1.154,-0.231,G,0,0,0,0,1,0,0
1.09,0.389,K,0,0,0,0,0,1,0
1.488,-1.442,K,0,0,0,0,0,1,0
1.516,-1.067,M,0,0,0,0,0,0,1
0.9,1.084,K,0,0,0,0,0,1,0
1.604,0.17,K,0,0,0,0,0,1,0
1.062,0.657,K,0,0,0,0,0,1,0
0.36,3.167,F,0,0,0,1,0,0,0
0.249,2.276,A,0,0,1,0,0,0,0
1.36,0.399,K,0,0,0,0,0,1,0
0.443,2.531,F,0,0,0,1,0,0,0
1.01,2.542,K,0,0,0,0,0,1,0
1.03,1.207,K,0,0,0,0,0,1,0
1.671,0.532,M,0,0,0,0,0,0,1
0.17,-1.669,B,0,1,0,0,0,0,0
1.053,-0.915,G,0,0,0,0,1,0,0
0.726,4.259,G,0,0,0,0,1,0,0
0.537,4.91,G,0,0,0,0,1,0,0
0.301,3.732,A,0,0,1,0,0,0,0
1.337,-11.32,K,0,0,0,0,0,1,0
1.372,-0.874,K,0,0,0,0,0,1,0
0.707,3.341,G,0,0,0,0,1,0,0
1.167,0.832,K,0,0,0,0,0,1,0
0.49,1.893,F,0,0,0,1,0,0,0
0.375,1.742,F,0,0,0,1,0,0,0
0.432,3.595,F,0,0,0,1,0,0,0
0.796,5.238,G,0,0,0,0,1,0,0
0.99,1.827,G,0,0,0,0,1,0,0
0.533,3.832,F,0,0,0,1,0,0,0
1.495,-0.224,K,0,0,0,0,0,1,0
0.17,0.668,A,0,0,1,0,0,0,0
0.156,-9.34,B,0,1,0,0,0,0,0
0.635,3.092,G,0,0,0,0,1,0,0
1.067,-0.359,K,0,0,0,0,0,1,0
0.678,5.113,G,0,0,0,0,1,0,0
0.348,-1.853,A,0,0,1,0,0,0,0
0.54,3.562,F,0,0,0,1,0,0,0
0.497,2.486,F,0,0,0,1,0,0,0
0.468,2.333,F,0,0,0,1,0,0,0
1.4,-0.326,K,0,0,0,0,0,1,0
0.652,4.778,G,0,0,0,0,1,0,0
1.002,1.254,K,0,0,0,0,0,1,0
1.45,1.882,K,0,0,0,0,0,1,0
0.046,-0.106,A,0,0,1,0,0,0,0
1.238,0.836,K,0,0,0,0,0,1,0
0.502,3.731,F,0,0,0,1,0,0,0
0.467,-12.2,F,0,0,0,1,0,0,0
0.676,4.392,G,0,0,0,0,1,0,0
0.603,3.941,G,0,0,0,0,1,0,0
1.071,0.352,G,0,0,0,0,1,0,0
0.546,3.9,F,0,0,0,1,0,0,0
0.66,3.979,G,0,0,0,0,1,0,0
1.522,-0.154,K,0,0,0,0,0,1,0
0.48,3.717,F,0,0,0,1,0,0,0
0.413,2.35,F,0,0,0,1,0,0,0
1.59,-11.18,K,0,0,0,0,0,1,0
1.332,0.024,K,0,0,0,0,0,1,0
0.377,2.584,F,0,0,0,1,0,0,0
0.444,3.304,F,0,0,0,1,0,0,0
0.117,1.62,B,0,1,0,0,0,0,0
0.441,2.195,F,0,0,0,1,0,0,0
0.42,3.18,F,0,0,0,1,0,0,0
1.556,1.179,K,0,0,0,0,0,1,0
0.437,3.129,F,0,0,0,1,0,0,0
0.535,3.018,F,0,0,0,1,0,0,0
0.94,0.846,G,0,0,0,0,1,0,0
0.491,3.019,F,0,0,0,1,0,0,0
1.53,-0.484,K,0,0,0,0,0,1,0
0.662,4.209,G,0,0,0,0,1,0,0
1.323,-11.33,K,0,0,0,0,0,1,0
-0.031,-0.544,B,0,1,0,0,0,0,0
1.035,0.349,K,0,0,0,0,0,1,0
0.481,0.218,F,0,0,0,1,0,0,0
1.02,6.286,K,0,0,0,0,0,1,0
1.409,8.369,M,0,0,0,0,0,0,1
0.685,4.158,G,0,0,0,0,1,0,0
0.533,2.618,F,0,0,0,1,0,0,0
0.99,1.705,G,0,0,0,0,1,0,0
0.28,2.368,A,0,0,1,0,0,0,0
0.139,2.581,A,0,0,1,0,0,0,0
0.59,2.353,G,0,0,0,0,1,0,0
0.28,1.348,A,0,0,1,0,0,0,0
0.957,2.99,G,0,0,0,0,1,0,0
0.95,2.618,G,0,0,0,0,1,0,0
0.686,3.13,G,0,0,0,0,1,0,0
0.738,5.304,G,0,0,0,0,1,0,0
1.16,0.519,K,0,0,0,0,0,1,0
1.153,-0.509,K,0,0,0,0,0,1,0
0.18,3.416,A,0,0,1,0,0,0,0
0.127,0.661,A,0,0,1,0,0,0,0
1.417,1.689,K,0,0,0,0,0,1,0
0.572,4.905,F,0,0,0,1,0,0,0
0.434,3.369,F,0,0,0,1,0,0,0
0.961,1.794,K,0,0,0,0,0,1,0
1.08,2.052,K,0,0,0,0,0,1,0
1.35,0.615,K,0,0,0,0,0,1,0
0.315,1.733,F,0,0,0,1,0,0,0
0.144,2.13,B,0,1,0,0,0,0,0
1.206,0.767,M,0,0,0,0,0,0,1
0.226,1.073,A,0,0,1,0,0,0,0
0.04,0.486,A,0,0,1,0,0,0,0
0.649,4.077,G,0,0,0,0,1,0,0
0.885,3.86,G,0,0,0,0,1,0,0
0.032,1.64,B,0,1,0,0,0,0,0
1.43,-11.22,K,0,0,0,0,0,1,0
1.089,1.011,G,0,0,0,0,1,0,0
1.175,0.706,K,0,0,0,0,0,1,0
0.091,-12.76,B,0,1,0,0,0,0,0
0.557,4.409,F,0,0,0,1,0,0,0
0.441,3.064,F,0,0,0,1,0,0,0
0.6,3.625,F,0,0,0,1,0,0,0
0.972,1.175,K,0,0,0,0,0,1,0
0.992,0.458,K,0,0,0,0,0,1,0
0.47,2.374,F,0,0,0,1,0,0,0
1.309,1.509,K,0,0,0,0,0,1,0
0.389,0.265,A,0,0,1,0,0,0,0
1.124,0.508,K,0,0,0,0,0,1,0
0.344,-14.29,A,0,0,1,0,0,0,0
1.254,1.162,K,0,0,0,0,0,1,0
1.58,-0.418,K,0,0,0,0,0,1,0
0.969,1.131,K,0,0,0,0,0,1,0
1.57,7.566,K,0,0,0,0,0,1,0
1.581,-0.068,M,0,0,0,0,0,0,1
0.84,5.899,G,0,0,0,0,1,0,0
0.387,2.267,F,0,0,0,1,0,0,0
1.09,1.447,G,0,0,0,0,1,0,0
0.506,3.472,F,0,0,0,1,0,0,0
1.03,0.514,G,0,0,0,0,1,0,0
0.841,5.894,K,0,0,0,0,0,1,0
0.017,-0.587,A,0,0,1,0,0,0,0
0.464,3.643,F,0,0,0,1,0,0,0
0.8,1.152,G,0,0,0,0,1,0,0
1.13,1.357,K,0,0,0,0,0,1,0
1.062,0.548,K,0,0,0,0,0,1,0
0.856,6.055,K,0,0,0,0,0,1,0
0.421,3.079,F,0,0,0,1,0,0,0
1.177,1.412,K,0,0,0,0,0,1,0
0.603,3.53,G,0,0,0,0,1,0,0
1.28,-8.66,K,0,0,0,0,0,1,0
1.656,-12.62,K,0,0,0,0,0,1,0
1.288,-0.298,K,0,0,0,0,0,1,0
0.889,6.217,K,0,0,0,0,0,1,0
1.477,1.225,K,0,0,0,0,0,1,0
1.02,-0.403,K,0,0,0,0,0,1,0
1.05,-0.132,K,0,0,0,0,0,1,0
0.65,4.865,G,0,0,0,0,1,0,0
0.681,0.18,G,0,0,0,0,1,0,0
0.512,2.295,F,0,0,0,1,0,0,0
0.32,2.226,F,0,0,0,1,0,0,0
0.7,4.322,G,0,0,0,0,1,0,0
1.701,-1.641,M,0,0,0,0,0,0,1
0.47,3.83,F,0,0,0,1,0,0,0
0.71,3.459,G,0,0,0,0,1,0,0
0.112,1.799,A,0,0,1,0,0,0,0
0.469,2.706,F,0,0,0,1,0,0,0
1.326,7.533,M,0,0,0,0,0,0,1
-0.055,-0.424,B,0,1,0,0,0,0,0
0.355,1.597,A,0,0,1,0,0,0,0
0.807,5.476,G,0,0,0,0,1,0,0
0.539,4.328,F,0,0,0,1,0,0,0
0.452,3.486,G,0,0,0,0,1,0,0
1.026,6.514,K,0,0,0,0,0,1,0
1.464,0.527,K,0,0,0,0,0,1,0
1.217,0.862,K,0,0,0,0,0,1,0
0.561,1.903,F,0,0,0,1,0,0,0
0.331,2.294,A,0,0,1,0,0,0,0
0.569,0.566,A,0,0,1,0,0,0,0
1.01,0.88,G,0,0,0,0,1,0,0
1.32,-0.203,K,0,0,0,0,0,1,0
-0.098,0.215,B,0,1,0,0,0,0,0
0.724,5.186,G,0,0,0,0,1,0,0
0.232,2.01,A,0,0,1,0,0,0,0
0.387,2.624,F,0,0,0,1,0,0,0
1.329,0.443,K,0,0,0,0,0,1,0
1.147,2.379,K,0,0,0,0,0,1,0
0.348,2.427,A,0,0,1,0,0,0,0
0.3,0.822,A,0,0,1,0,0,0,0
1.182,7.036,K,0,0,0,0,0,1,0
0.271,3.17,A,0,0,1,0,0,0,0
1.208,1.457,G,0,0,0,0,1,0,0
0.094,0.612,A,0,0,1,0,0,0,0
1.446,0.472,K,0,0,0,0,0,1,0
0.04,0.282,A,0,0,1,0,0,0,0
0.62,4.572,G,0,0,0,0,1,0,0
0.498,3.408,F,0,0,0,1,0,0,0
0.459,3.168,F,0,0,0,1,0,0,0
1.332,0.601,K,0,0,0,0,0,1,0
0.727,4.153,G,0,0,0,0,1,0,0
0.548,2.045,F,0,0,0,1,0,0,0
0.546,4.506,F,0,0,0,1,0,0,0
1.45,0.089,K,0,0,0,0,0,1,0
1.622,-2.566,M,0,0,0,0,0,0,1
0.616,5.057,G,0,0,0,0,1,0,0
0.282,2.82,A,0,0,1,0,0,0,0
1.624,-11.29,K,0,0,0,0,0,1,0
0.429,2.572,F,0,0,0,1,0,0,0
0.99,1.396,G,0,0,0,0,1,0,0
0.96,-11.32,G,0,0,0,0,1,0,0
0.804,4.365,G,0,0,0,0,1,0,0
0.632,4.894,G,0,0,0,0,1,0,0
0.484,4.277,F,0,0,0,1,0,0,0
0.463,0.239,F,0,0,0,1,0,0,0
-0.045,0.881,B,0,1,0,0,0,0,0
0.565,1.454,F,0,0,0,1,0,0,0
1.106,-2.44,G,0,0,0,0,1,0,0
1.044,1.336,G,0,0,0,0,1,0,0
-0.007,-11.61,B,0,1,0,0,0,0,0
0.442,-9.82,F,0,0,0,1,0,0,0
0.173,1.071,A,0,0,1,0,0,0,0
0.431,2.006,F,0,0,0,1,0,0,0
1.377,2.572,R,0,0,0,0,0,0,0
1.16,-11.11,K,0,0,0,0,0,1,0
-0.052,-1.394,B,0,1,0,0,0,0,0
1.072,3.13,G,0,0,0,0,1,0,0
0.394,2.633,F,0,0,0,1,0,0,0
1.37,1.227,K,0,0,0,0,0,1,0
0.993,0.381,K,0,0,0,0,0,1,0
0.918,0.372,G,0,0,0,0,1,0,0
0.284,2.588,A,0,0,1,0,0,0,0
1.115,0.529,G,0,0,0,0,1,0,0
0.508,3.85,F,0,0,0,1,0,0,0
0.581,4.399,G,0,0,0,0,1,0,0
0.311,2.368,B,0,1,0,0,0,0,0
0.574,4.069,F,0,0,0,1,0,0,0
0.472,3.586,G,0,0,0,0,1,0,0
0.43,2.805,F,0,0,0,1,0,0,0
1.245,-11.33,K,0,0,0,0,0,1,0
1.373,0.294,K,0,0,0,0,0,1,0
0.545,2.802,G,0,0,0,0,1,0,0
1.08,6.556,K,0,0,0,0,0,1,0
0.235,0.327,A,0,0,1,0,0,0,0
0.941,-0.159,G,0,0,0,0,1,0,0
0.752,5.309,G,0,0,0,0,1,0,0
0.781,1.916,G,0,0,0,0,1,0,0
0.462,2.457,F,0,0,0,1,0,0,0
1.598,-0.585,M,0,0,0,0,0,0,1
0.501,4.091,F,0,0,0,1,0,0,0
1.04,-10.74,G,0,0,0,0,1,0,0
0.475,2.936,F,0,0,0,1,0,0,0
0.623,4.048,G,0,0,0,0,1,0,0
0.504,4.821,G,0,0,0,0,1,0,0
1.11,7.503,K,0,0,0,0,0,1,0
0.511,3.767,F,0,0,0,1,0,0,0
1.309,0.395,K,0,0,0,0,0,1,0
0.161,0.003,B,0,1,0,0,0,0,0
1.502,-0.955,K,0,0,0,0,0,1,0
0.585,3.318,F,0,0,0,1,0,0,0
1.465,0.946,K,0,0,0,0,0,1,0
1.062,2.05,G,0,0,0,0,1,0,0
1.344,-0.447,K,0,0,0,0,0,1,0
0.924,-0.198,G,0,0,0,0,1,0,0
0.438,2.665,F,0,0,0,1,0,0,0
0.626,2.838,F,0,0,0,1,0,0,0
0.576,4.526,G,0,0,0,0,1,0,0
0.478,3.564,F,0,0,0,1,0,0,0
0.91,0.214,G,0,0,0,0,1,0,0
0.144,1.724,A,0,0,1,0,0,0,0
0.493,3.535,F,0,0,0,1,0,0,0
1.461,-1.409,K,0,0,0,0,0,1,0
1.31,0.762,K,0,0,0,0,0,1,0
1.03,2.378,K,0,0,0,0,0,1,0
1.3,-0.075,K,0,0,0,0,0,1,0
1.526,-1.1,K,0,0,0,0,0,1,0
0.352,2.217,F,0,0,0,1,0,0,0
0.55,3.466,F,0,0,0,1,0,0,0
1.172,1.072,K,0,0,0,0,0,1,0
0.452,3.571,G,0,0,0,0,1,0,0
1.257,-0.258,K,0,0,0,0,0,1,0
0.904,0.197,G,0,0,0,0,1,0,0
1.51,-2.203,K,0,0,0,0,0,1,0
0.465,1.913,G,0,0,0,0,1,0,0
1.01,2.087,K,0,0,0,0,0,1,0
1.18,1.343,K,0,0,0,0,0,1,0
1.496,-0.58,M,0,0,0,0,0,0,1
0.79,4.962,G,0,0,0,0,1,0,0
0.541,2.638,F,0,0,0,1,0,0,0
0.295,-14.25,B,0,1,0,0,0,0,0
0.919,0.107,G,0,0,0,0,1,0,0
0.224,0.957,A,0,0,1,0,0,0,0
1.157,1.336,K,0,0,0,0,0,1,0
0.567,4.28,G,0,0,0,0,1,0,0
0.98,0.571,G,0,0,0,0,1,0,0
1.587,-11.41,K,0,0,0,0,0,1,0
0.778,4.699,F,0,0,0,1,0,0,0
1.226,1.556,K,0,0,0,0,0,1,0
0.5,4.971,G,0,0,0,0,1,0,0
0.805,3.163,G,0,0,0,0,1,0,0
0.9,4.246,K,0,0,0,0,0,1,0
0.366,2.402,F,0,0,0,1,0,0,0
0.251,1.856,A,0,0,1,0,0,0,0
0.589,4.542,G,0,0,0,0,1,0,0
0.524,1.675,G,0,0,0,0,1,0,0
1.08,1.121,K,0,0,0,0,0,1,0
0.25,0.06,A,0,0,1,0,0,0,0
0.187,0.812,B,0,1,0,0,0,0,0
1.094,1.474,K,0,0,0,0,0,1,0
0.321,2.115,F,0,0,0,1,0,0,0
0.038,1.85,B,0,1,0,0,0,0,0
1.114,1.358,K,0,0,0,0,0,1,0
1.453,-12.77,M,0,0,0,0,0,0,1
0.435,3.094,B,0,1,0,0,0,0,0
1.033,1.519,K,0,0,0,0,0,1,0
0.658,5.246,G,0,0,0,0,1,0,0
0.494,4.114,F,0,0,0,1,0,0,0
0.508,3.831,F,0,0,0,1,0,0,0
0.325,1.977,F,0,0,0,1,0,0,0
0.52,4.209,G,0,0,0,0,1,0,0
0.313,2.192,F,0,0,0,1,0,0,0
1,1.715,K,0,0,0,0,0,1,0
0.339,0.76,F,0,0,0,1,0,0,0
0.964,1.152,K,0,0,0,0,0,1,0
1.17,0.803,K,0,0,0,0,0,1,0
0.2,-14.11,B,0,1,0,0,0,0,0
1.372,1.633,G,0,0,0,0,1,0,0
0.282,2.327,A,0,0,1,0,0,0,0
0.425,3.662,F,0,0,0,1,0,0,0
0.705,3.656,G,0,0,0,0,1,0,0
1.584,-11.22,M,0,0,0,0,0,0,1
0.915,4.98,K,0,0,0,0,0,1,0
0.849,-0.658,K,0,0,0,0,0,1,0
0.353,2.105,A,0,0,1,0,0,0,0
0.376,2.785,A,0,0,1,0,0,0,0
0.853,6.105,G,0,0,0,0,1,0,0
1.039,0.553,K,0,0,0,0,0,1,0
1.262,1.787,K,0,0,0,0,0,1,0
1.425,-0.032,K,0,0,0,0,0,1,0
0.375,1.826,A,0,0,1,0,0,0,0
0.86,-9.06,G,0,0,0,0,1,0,0
0.111,-0.05,B,0,1,0,0,0,0,0
0.327,-9.94,F,0,0,0,1,0,0,0
0.497,9.126,A,0,0,1,0,0,0,0
0.899,0.245,G,0,0,0,0,1,0,0
0.226,-3.177,B,0,1,0,0,0,0,0
0.28,0.272,A,0,0,1,0,0,0,0
0.495,4.215,G,0,0,0,0,1,0,0
-0.022,-0.256,A,0,0,1,0,0,0,0
0.572,4.404,F,0,0,0,1,0,0,0
1.15,1.797,K,0,0,0,0,0,1,0
0.535,-0.837,A,0,0,1,0,0,0,0
0.37,2.489,G,0,0,0,0,1,0,0
1.03,1.269,K,0,0,0,0,0,1,0
0.477,3.205,F,0,0,0,1,0,0,0
0.383,3.177,F,0,0,0,1,0,0,0
1.248,1.454,K,0,0,0,0,0,1,0
0.483,5.588,G,0,0,0,0,1,0,0
0.422,1.602,F,0,0,0,1,0,0,0
0.445,1.294,F,0,0,0,1,0,0,0
0.196,1.607,A,0,0,1,0,0,0,0
1.557,-11.15,M,0,0,0,0,0,0,1
0.207,1.806,A,0,0,1,0,0,0,0
1.119,1.027,K,0,0,0,0,0,1,0
0.331,2.569,F,0,0,0,1,0,0,0
0.82,3.406,G,0,0,0,0,1,0,0
0.929,1.125,K,0,0,0,0,0,1,0
0.393,2.497,F,0,0,0,1,0,0,0
0.57,2.329,F,0,0,0,1,0,0,0
0.915,6.212,K,0,0,0,0,0,1,0
1.025,3.259,G,0,0,0,0,1,0,0
1.267,-0.699,K,0,0,0,0,0,1,0
0.585,-10.78,B,0,1,0,0,0,0,0
